target,source,diffusion_count,diffusion_weighted_sum,skills_diffused,year_emission,year_adoption,avg_rca_source,avg_rca_target,diffusion_weighted_mean,source_education,source_wage,target_education,target_wage,structural_distance,education_diff_abs,education_diff_rel,wage_diff_abs,wage_diff_rel,Source_Cluster,Target_Cluster,same_cluster
11-1011.00,35-3023.01,24,29.0685915997861,"Active Listening|Coordination|Customer and Personal Service|Economics and Accounting|Establishing and Maintaining Interpersonal Relationships|Fine Arts|Guiding, Directing, and Motivating Subordinates|History and Archeology|Identifying Objects, Actions, and Events|Information Ordering|Instructing|Management of Financial Resources|Monitoring and Controlling Resources|Negotiation|Oral Comprehension|Organizing, Planning, and Prioritizing Work|Originality|Personnel and Human Resources|Persuasion|Social Perceptiveness|Speaking|Speech Clarity|Staffing Organizational Units|Written Comprehension",2015,2023,1.16038883542596,1.28260071806316,1.21119131665775,1.8203,48235,7.2413,206420,,5.421,2.97808053617536,158185,3.27946511868975,1,1,1
11-1011.00,37-2021.00,18,21.621507600999,"Communicating with People Outside the Organization|Complex Problem Solving|Customer and Personal Service|Economics and Accounting|Establishing and Maintaining Interpersonal Relationships|Geography|Identifying Objects, Actions, and Events|Instructing|Management of Financial Resources|Mathematical Reasoning|Monitoring|Monitoring and Controlling Resources|Negotiation|Persuasion|Social Perceptiveness|Speaking|Speech Clarity|Time Management",2015,2023,1.13524918895267,1.28265021153386,1.20119486672217,2.1111,32160,7.2413,206420,,5.1302,2.43010752688172,174260,5.41853233830846,2,1,0
11-1011.00,37-3011.00,13,14.8722428442541,"Coordinating the Work and Activities of Others|Coordination|Developing and Building Teams|Economics and Accounting|Engineering and Technology|Establishing and Maintaining Interpersonal Relationships|Evaluating Information to Determine Compliance with Standards|Fine Arts|Geography|Organizing, Planning, and Prioritizing Work|Problem Sensitivity|Thinking Creatively|Training and Teaching Others",2015,2023,1.12075191131625,1.1726207645092,1.14401868032724,2.7467,25030,7.2413,206420,,4.4946,1.63636363636364,181390,7.24690371554135,2,1,0
11-1011.00,37-3012.00,12,14.6783705837838,"Economics and Accounting|Education and Training|Evaluating Information to Determine Compliance with Standards|Geography|Identifying Objects, Actions, and Events|Management of Financial Resources|Organizing, Planning, and Prioritizing Work|Personnel and Human Resources|Public Safety and Security|Resolving Conflicts and Negotiating with Others|Staffing Organizational Units|Time Management",2015,2023,1.12908888534767,1.35822219546839,1.22319754864865,2.5275,32540,7.2413,206420,,4.7138,1.86500494559842,173880,5.34357713583282,2,1,0
11-1011.00,39-3031.00,27,33.286996931206,"Active Listening|Complex Problem Solving|Computers and Electronics|Coordination|Customer and Personal Service|Developing and Building Teams|Economics and Accounting|Education and Training|Establishing and Maintaining Interpersonal Relationships|Fine Arts|Geography|Guiding, Directing, and Motivating Subordinates|History and Archeology|Inductive Reasoning|Monitoring|Monitoring and Controlling Resources|Oral Comprehension|Originality|Persuasion|Problem Sensitivity|Psychology|Public Safety and Security|Resolving Conflicts and Negotiating with Others|Social Perceptiveness|Speaking|Training and Teaching Others|Written Comprehension",2015,2023,1.29362313317226,1.19004433906758,1.23285173819281,1.84098409840984,19180,7.2413,206420,,5.40031590159016,2.93338541395046,187240,9.76225234619395,1,1,1
11-1011.00,39-5092.00,28,35.5032733757669,Active Listening|Complex Problem Solving|Coordination|Economics and Accounting|Education and Training|Establishing and Maintaining Interpersonal Relationships|Fine Arts|Foreign Language|Geography|History and Archeology|Information Ordering|Instructing|Judgment and Decision Making|Mathematics|Monitoring and Controlling Resources|Negotiation|Oral Comprehension|Originality|Personnel and Human Resources|Persuasion|Psychology|Resolving Conflicts and Negotiating with Others|Social Perceptiveness|Speech Clarity|Staffing Organizational Units|Thinking Creatively|Time Management|Written Comprehension,2015,2023,1.32619868278658,1.22908635417742,1.26797404913453,1.7951,20820,7.2413,206420,,5.4462,3.03392568659128,185600,8.91450528338137,1,1,1
11-1011.00,41-9021.00,32,41.6994795644211,"Active Listening|Communicating with People Outside the Organization|Communicating with Supervisors, Peers, or Subordinates|Complex Problem Solving|Computers and Electronics|Coordinating the Work and Activities of Others|Customer and Personal Service|Economics and Accounting|Education and Training|Establishing and Maintaining Interpersonal Relationships|Fine Arts|Foreign Language|Geography|History and Archeology|Inductive Reasoning|Instructing|Judgment and Decision Making|Management of Financial Resources|Mathematical Reasoning|Monitoring|Negotiation|Oral Comprehension|Organizing, Planning, and Prioritizing Work|Originality|Personnel and Human Resources|Persuasion|Processing Information|Psychology|Social Perceptiveness|Speech Clarity|Staffing Organizational Units|Written Comprehension",2015,2023,1.38132916323098,1.24555343219796,1.30310873638816,5.2126,56860,7.2413,206420,,2.0287,0.389191574262364,149560,2.63032008441787,1,1,1
11-1011.00,43-1011.00,33,41.3387182421787,"Analyzing Data or Information|Communicating with Supervisors, Peers, or Subordinates|Complex Problem Solving|Computers and Electronics|Customer and Personal Service|Developing and Building Teams|Economics and Accounting|Education and Training|Establishing and Maintaining Interpersonal Relationships|Evaluating Information to Determine Compliance with Standards|Inductive Reasoning|Information Ordering|Judgment and Decision Making|Mathematical Reasoning|Mathematics|Monitoring|Monitoring and Controlling Resources|Negotiation|Operations Analysis|Organizing, Planning, and Prioritizing Work|Originality|Personnel and Human Resources|Persuasion|Processing Information|Psychology|Resolving Conflicts and Negotiating with Others|Social Perceptiveness|Speaking|Staffing Organizational Units|Thinking Creatively|Time Management|Training and Teaching Others|Written Comprehension",2015,2023,1.30733656148863,1.20454572981651,1.25268843158117,4.584,52630,7.2413,206420,,2.6573,0.579690226876091,153790,2.92209766292989,1,1,1
11-1011.00,43-9111.00,35,43.5196602686392,"Active Listening|Analyzing Data or Information|Communicating with People Outside the Organization|Communicating with Supervisors, Peers, or Subordinates|Complex Problem Solving|Computers and Electronics|Coordinating the Work and Activities of Others|Coordination|Developing and Building Teams|Economics and Accounting|Education and Training|Establishing and Maintaining Interpersonal Relationships|Evaluating Information to Determine Compliance with Standards|Geography|History and Archeology|Inductive Reasoning|Mathematical Reasoning|Mathematics|Monitoring|Negotiation|Operations Analysis|Oral Comprehension|Organizing, Planning, and Prioritizing Work|Personnel and Human Resources|Persuasion|Problem Sensitivity|Processing Information|Psychology|Resolving Conflicts and Negotiating with Others|Social Perceptiveness|Speaking|Speech Clarity|Thinking Creatively|Time Management|Written Comprehension",2015,2023,1.32406224000914,1.18546090183515,1.24341886481826,6.16561656165617,42700,7.2413,206420,,1.07568343834383,0.174464861313869,163720,3.83419203747073,1,1,1
11-1011.00,47-2011.00,10,12.1068041588777,"Coordinating the Work and Activities of Others|Economics and Accounting|Engineering and Technology|Evaluating Information to Determine Compliance with Standards|Foreign Language|Guiding, Directing, and Motivating Subordinates|Mathematics|Operations Analysis|Organizing, Planning, and Prioritizing Work|Personnel and Human Resources",2015,2023,1.11867834416902,1.32336979915562,1.21068041588777,2.0196,60120,7.2413,206420,,5.2217,2.58551198257081,146300,2.43346640053227,2,1,0
11-1011.00,47-2053.00,15,17.5467552085406,"Communicating with Supervisors, Peers, or Subordinates|Coordinating the Work and Activities of Others|Coordination|Developing and Building Teams|Engineering and Technology|Establishing and Maintaining Interpersonal Relationships|Fine Arts|Guiding, Directing, and Motivating Subordinates|Mathematics|Monitoring and Controlling Resources|Organizing, Planning, and Prioritizing Work|Personnel and Human Resources|Public Safety and Security|Resolving Conflicts and Negotiating with Others|Thinking Creatively",2015,2023,1.14588664440134,1.20481338992372,1.16978368056937,2.08079192080792,40710,7.2413,206420,,5.16050807919208,2.48006925997117,165710,4.07049864898059,2,1,0
11-1011.00,47-2082.00,19,21.5171939613041,"Active Listening|Communicating with Supervisors, Peers, or Subordinates|Coordinating the Work and Activities of Others|Coordination|Foreign Language|Guiding, Directing, and Motivating Subordinates|Inductive Reasoning|Instructing|Judgment and Decision Making|Negotiation|Operations Analysis|Oral Comprehension|Persuasion|Problem Sensitivity|Social Perceptiveness|Speaking|Speech Clarity|Time Management|Training and Teaching Others",2015,2023,1.0771627153289,1.19544197457722,1.13248389270021,1.9629,47970,7.2413,206420,,5.2784,2.68908248000408,158450,3.30310610798416,2,1,0
11-1011.00,47-2131.00,10,11.938331363267,"Communicating with People Outside the Organization|Communicating with Supervisors, Peers, or Subordinates|Guiding, Directing, and Motivating Subordinates|Identifying Objects, Actions, and Events|Management of Financial Resources|Persuasion|Resolving Conflicts and Negotiating with Others|Staffing Organizational Units|Thinking Creatively|Training and Teaching Others",2015,2023,1.08413442753812,1.33281569510669,1.1938331363267,1.7305,35040,7.2413,206420,,5.5108,3.18451314648945,171380,4.89098173515982,2,1,0
11-1011.00,47-2151.00,9,10.4755700690797,Communicating with People Outside the Organization|Engineering and Technology|Establishing and Maintaining Interpersonal Relationships|Evaluating Information to Determine Compliance with Standards|Foreign Language|Geography|History and Archeology|Mathematics|Psychology,2015,2023,1.14863491847695,1.18337107228015,1.16395222989774,2.0993,37780,7.2413,206420,,5.142,2.44938789120183,168640,4.46373742721016,2,1,0
11-1011.00,47-2152.04,14,16.7765217269637,Communicating with People Outside the Organization|Computers and Electronics|Developing and Building Teams|Economics and Accounting|Education and Training|Foreign Language|Geography|Instructing|Negotiation|Originality|Processing Information|Public Safety and Security|Resolving Conflicts and Negotiating with Others|Thinking Creatively,2015,2023,1.19804258076696,1.21404513829036,1.19832298049741,3.6403,50620,7.2413,206420,,3.601,0.989204186468148,155800,3.07783484788621,2,1,0
11-1011.00,47-2161.00,12,14.4349485842987,Communicating with People Outside the Organization|Coordinating the Work and Activities of Others|Establishing and Maintaining Interpersonal Relationships|Evaluating Information to Determine Compliance with Standards|Fine Arts|Foreign Language|Management of Financial Resources|Monitoring and Controlling Resources|Public Safety and Security|Staffing Organizational Units|Thinking Creatively|Training and Teaching Others,2015,2023,1.13596775330641,1.29443436256214,1.20291238202489,1.3893,37320,7.2413,206420,,5.852,4.21219319081552,169100,4.53108252947481,2,1,0
11-1011.00,47-2171.00,13,15.4665481092058,"Communicating with Supervisors, Peers, or Subordinates|Coordinating the Work and Activities of Others|Coordination|Foreign Language|Guiding, Directing, and Motivating Subordinates|Mathematics|Organizing, Planning, and Prioritizing Work|Personnel and Human Resources|Psychology|Public Safety and Security|Resolving Conflicts and Negotiating with Others|Staffing Organizational Units|Training and Teaching Others",2015,2023,1.14545845442893,1.24417168775646,1.18973446993891,1.9302,48010,7.2413,206420,,5.3111,2.75158014713501,158410,3.29952093313893,2,1,0
11-1011.00,47-2181.00,15,17.5958631230819,"Communicating with People Outside the Organization|Communicating with Supervisors, Peers, or Subordinates|Coordinating the Work and Activities of Others|Coordination|Customer and Personal Service|Education and Training|Engineering and Technology|Foreign Language|Guiding, Directing, and Motivating Subordinates|Monitoring and Controlling Resources|Organizing, Planning, and Prioritizing Work|Public Safety and Security|Resolving Conflicts and Negotiating with Others|Thinking Creatively|Training and Teaching Others",2015,2023,1.18097467421351,1.16842166662929,1.17305754153879,2.58641728345669,36720,7.2413,206420,,4.65488271654331,1.79974157546696,169700,4.62145969498911,2,1,0
11-1011.00,47-2221.00,12,13.607374439112,"Coordinating the Work and Activities of Others|Coordination|Developing and Building Teams|Engineering and Technology|Evaluating Information to Determine Compliance with Standards|Guiding, Directing, and Motivating Subordinates|Instructing|Mathematics|Operations Analysis|Organizing, Planning, and Prioritizing Work|Psychology|Public Safety and Security",2015,2023,1.07784549569015,1.19740313610952,1.133947869926,2.10698930106989,50490,7.2413,206420,,5.13431069893011,2.43679960611238,155930,3.08833432362844,2,1,0
11-1011.00,47-4041.00,16,19.7454813198892,Communicating with People Outside the Organization|Coordinating the Work and Activities of Others|Developing and Building Teams|Economics and Accounting|Fine Arts|Foreign Language|Geography|History and Archeology|Instructing|Monitoring and Controlling Resources|Negotiation|Personnel and Human Resources|Persuasion|Psychology|Public Safety and Security|Staffing Organizational Units,2015,2023,1.1623425321959,1.32192681938543,1.23409258249307,2.81868186818682,39690,7.2413,206420,,4.42261813181318,1.56903770579052,166730,4.2008062484253,2,1,0
11-1011.00,47-4061.00,9,10.7215223878177,"Coordinating the Work and Activities of Others|Developing and Building Teams|Engineering and Technology|Geography|History and Archeology|Monitoring and Controlling Resources|Organizing, Planning, and Prioritizing Work|Psychology|Staffing Organizational Units",2015,2023,1.1420090112935,1.25405406922563,1.19128026531308,1.9022,52830,7.2413,206420,,5.3391,2.80680264956366,153590,2.90724966874882,2,1,0
11-1011.00,49-2011.00,19,22.2293873993766,Communicating with People Outside the Organization|Complex Problem Solving|Computers and Electronics|Coordination|Engineering and Technology|Inductive Reasoning|Information Ordering|Instructing|Monitoring and Controlling Resources|Negotiation|Operations Analysis|Originality|Persuasion|Social Perceptiveness|Speaking|Speech Clarity|Thinking Creatively|Time Management|Written Comprehension,2015,2023,1.17117010716867,1.17970299703943,1.16996775786192,3.46395360463954,36840,7.2413,206420,,3.77734639536046,1.0904725716595,169580,4.60314875135722,2,1,0
11-1011.00,49-2091.00,12,13.3237086945312,Analyzing Data or Information|Complex Problem Solving|Developing and Building Teams|Engineering and Technology|Evaluating Information to Determine Compliance with Standards|Information Ordering|Instructing|Persuasion|Processing Information|Public Safety and Security|Training and Teaching Others|Written Comprehension,2015,2023,1.1125019820965,1.11452896460074,1.1103090578776,3.3662,58540,7.2413,206420,,3.8751,1.15117937139802,147880,2.52613597540144,2,1,0
11-1011.00,49-2098.00,14,15.9344876940612,"Communicating with People Outside the Organization|Communicating with Supervisors, Peers, or Subordinates|Complex Problem Solving|Computers and Electronics|Customer and Personal Service|Education and Training|Engineering and Technology|Identifying Objects, Actions, and Events|Judgment and Decision Making|Operations Analysis|Originality|Problem Sensitivity|Processing Information|Public Safety and Security",2015,2023,1.14077721180152,1.14651175659468,1.13817769243294,2.702,43420,7.2413,206420,,4.5393,1.6799777942265,163000,3.75403040073699,2,1,0
11-1011.00,49-3051.00,7,8.0968693633782,Analyzing Data or Information|Computers and Electronics|Customer and Personal Service|Education and Training|Engineering and Technology|Geography|Monitoring and Controlling Resources,2015,2023,1.17705484252818,1.14060687239706,1.15669562333974,2.8377,38280,7.2413,206420,,4.4036,1.55182013602565,168140,4.39237199582027,2,1,0
11-1011.00,49-3092.00,8,8.90598175307582,Communicating with People Outside the Organization|Complex Problem Solving|Engineering and Technology|Inductive Reasoning|Instructing|Negotiation|Oral Comprehension|Persuasion,2015,2023,1.05119943143586,1.18285581688144,1.11324771913448,2.78417841784178,35670,7.2413,206420,,4.45712158215822,1.60087498473365,170750,4.78693580039249,2,1,0
11-1011.00,49-9011.00,8,9.67355527421068,Communicating with People Outside the Organization|Customer and Personal Service|Engineering and Technology|Instructing|Management of Financial Resources|Negotiation|Resolving Conflicts and Negotiating with Others|Social Perceptiveness,2015,2023,1.11233266392517,1.35050496259065,1.20919440927634,1.9479,38160,7.2413,206420,,5.2934,2.71749063093588,168260,4.40932914046122,2,1,0
11-1011.00,49-9052.00,7,7.91855348290553,Analyzing Data or Information|Computers and Electronics|Customer and Personal Service|Education and Training|Engineering and Technology|Geography|Public Safety and Security,2015,2023,1.15545792095243,1.10898400629045,1.13122192612936,2.2836,52920,7.2413,206420,,4.9577,2.17100192678227,153500,2.90060468631897,2,1,0
11-1011.00,49-9061.00,24,29.4363556751615,Active Listening|Complex Problem Solving|Computers and Electronics|Customer and Personal Service|Economics and Accounting|Engineering and Technology|Fine Arts|Foreign Language|History and Archeology|Inductive Reasoning|Information Ordering|Judgment and Decision Making|Management of Financial Resources|Mathematical Reasoning|Operations Analysis|Originality|Personnel and Human Resources|Problem Sensitivity|Psychology|Speaking|Speech Clarity|Thinking Creatively|Time Management|Written Comprehension,2015,2023,1.2082586582395,1.26109607553963,1.2265148197984,2.89048904890489,40620,7.2413,206420,,4.35081095109511,1.50521620303093,165800,4.08173313638602,1,1,1
11-1011.00,49-9092.00,14,16.3791456838671,"Communicating with People Outside the Organization|Coordinating the Work and Activities of Others|Developing and Building Teams|Engineering and Technology|Evaluating Information to Determine Compliance with Standards|Geography|Guiding, Directing, and Motivating Subordinates|Instructing|Monitoring and Controlling Resources|Negotiation|Originality|Psychology|Staffing Organizational Units|Training and Teaching Others",2015,2023,1.11285074778574,1.23770746959611,1.16993897741908,3.33803380338034,50470,7.2413,206420,,3.90326619661966,1.16933093747191,155950,3.08995442837329,2,1,0
11-1011.00,51-2011.00,12,13.6803578943191,Analyzing Data or Information|Communicating with People Outside the Organization|Evaluating Information to Determine Compliance with Standards|Geography|Instructing|Mathematics|Monitoring and Controlling Resources|Personnel and Human Resources|Processing Information|Public Safety and Security|Staffing Organizational Units|Training and Teaching Others,2015,2023,1.09474740638456,1.19517801830855,1.14002982452659,3.0625,48970,7.2413,206420,,4.1788,1.36450612244898,157450,3.21523381662242,2,1,0
11-1011.00,51-3011.00,27,32.4677986442154,"Active Listening|Coordinating the Work and Activities of Others|Coordination|Customer and Personal Service|Economics and Accounting|Fine Arts|Foreign Language|Guiding, Directing, and Motivating Subordinates|History and Archeology|Inductive Reasoning|Information Ordering|Judgment and Decision Making|Management of Financial Resources|Mathematical Reasoning|Monitoring|Operations Analysis|Oral Comprehension|Originality|Personnel and Human Resources|Problem Sensitivity|Public Safety and Security|Social Perceptiveness|Speaking|Speech Clarity|Time Management|Training and Teaching Others|Written Comprehension",2015,2023,1.16532959504306,1.25954269915441,1.20251106089686,2.0203,24170,7.2413,206420,,5.221,2.58426966292135,182250,7.54033926354986,1,1,1
11-1011.00,51-4021.00,11,12.1654766570138,"Communicating with Supervisors, Peers, or Subordinates|Coordinating the Work and Activities of Others|Coordination|Establishing and Maintaining Interpersonal Relationships|Guiding, Directing, and Motivating Subordinates|Identifying Objects, Actions, and Events|Judgment and Decision Making|Mathematics|Monitoring|Processing Information|Thinking Creatively",2015,2023,1.06922629469898,1.14760989473267,1.10595242336489,2.1163,33120,7.2413,206420,,5.125,2.42167934602845,173300,5.23248792270531,2,1,0
11-1011.00,51-4031.00,13,14.2368072713286,"Analyzing Data or Information|Communicating with Supervisors, Peers, or Subordinates|Engineering and Technology|Evaluating Information to Determine Compliance with Standards|Judgment and Decision Making|Mathematical Reasoning|Mathematics|Monitoring|Processing Information|Staffing Organizational Units|Time Management|Training and Teaching Others|Written Comprehension",2015,2023,1.05627346299424,1.14129332636624,1.09513902087143,2.2267,31280,7.2413,206420,,5.0146,2.25203215520726,175140,5.59910485933504,2,1,0
11-1011.00,51-5113.00,12,13.2700852732348,"Complex Problem Solving|Developing and Building Teams|Guiding, Directing, and Motivating Subordinates|Identifying Objects, Actions, and Events|Information Ordering|Instructing|Judgment and Decision Making|Monitoring|Organizing, Planning, and Prioritizing Work|Personnel and Human Resources|Processing Information|Thinking Creatively",2015,2023,1.03557204093177,1.18971144881017,1.10584043943623,2.1009899010099,30260,7.2413,206420,,5.1403100989901,2.44661342566153,176160,5.82154659616656,2,1,0
